from_stop_I;to_stop_I;attr_dict
27176;27175;{'route_I_counts': {1069: 66}, 'd': 1852, 'n_vehicles': 66, 'duration_avg': 121.81818181818181}
27177;27184;{'route_I_counts': {1069: 127}, 'd': 2678, 'n_vehicles': 127, 'duration_avg': 186.61417322834646}
27177;27172;{'route_I_counts': {1069: 86}, 'd': 15632, 'n_vehicles': 86, 'duration_avg': 762.5581395348837}
27177;27173;{'route_I_counts': {1069: 8}, 'd': 8530, 'n_vehicles': 8, 'duration_avg': 360.0}
27177;27318;{'route_I_counts': {1070: 128}, 'd': 3113, 'n_vehicles': 128, 'duration_avg': 180.0}
27177;27176;{'route_I_counts': {1069: 66}, 'd': 2986, 'n_vehicles': 66, 'duration_avg': 182.72727272727272}
27177;27162;{'route_I_counts': {1069: 17}, 'd': 10969, 'n_vehicles': 17, 'duration_avg': 508.2352941176471}
27177;27292;{'route_I_counts': {1070: 106}, 'd': 1511, 'n_vehicles': 106, 'duration_avg': 120.0}
27177;27293;{'route_I_counts': {1070: 51}, 'd': 4065, 'n_vehicles': 51, 'duration_avg': 240.0}
27178;27179;{'route_I_counts': {1069: 67}, 'd': 1733, 'n_vehicles': 67, 'duration_avg': 121.7910447761194}
27178;27172;{'route_I_counts': {1069: 73}, 'd': 2058, 'n_vehicles': 73, 'duration_avg': 153.6986301369863}
27178;27173;{'route_I_counts': {1069: 8}, 'd': 5772, 'n_vehicles': 8, 'duration_avg': 292.5}
27179;27172;{'route_I_counts': {1069: 8}, 'd': 3790, 'n_vehicles': 8, 'duration_avg': 180.0}
27179;27178;{'route_I_counts': {1069: 65}, 'd': 1733, 'n_vehicles': 65, 'duration_avg': 119.07692307692308}
27179;27180;{'route_I_counts': {1069: 67}, 'd': 2033, 'n_vehicles': 67, 'duration_avg': 123.58208955223881}
27179;27173;{'route_I_counts': {1069: 7}, 'd': 4104, 'n_vehicles': 7, 'duration_avg': 240.0}
27180;27179;{'route_I_counts': {1069: 65}, 'd': 2033, 'n_vehicles': 65, 'duration_avg': 125.53846153846153}
27180;27173;{'route_I_counts': {1069: 67}, 'd': 2088, 'n_vehicles': 67, 'duration_avg': 134.32835820895522}
27181;27173;{'route_I_counts': {1069: 65}, 'd': 2131, 'n_vehicles': 65, 'duration_avg': 170.76923076923077}
27181;27182;{'route_I_counts': {1069: 67}, 'd': 1129, 'n_vehicles': 67, 'duration_avg': 120.8955223880597}
27182;27181;{'route_I_counts': {1069: 65}, 'd': 1129, 'n_vehicles': 65, 'duration_avg': 119.07692307692308}
27182;27183;{'route_I_counts': {1069: 67}, 'd': 2302, 'n_vehicles': 67, 'duration_avg': 204.17910447761193}
27183;27182;{'route_I_counts': {1069: 65}, 'd': 2302, 'n_vehicles': 65, 'duration_avg': 180.0}
27183;27439;{'route_I_counts': {1069: 33}, 'd': 1819, 'n_vehicles': 33, 'duration_avg': 120.0}
27184;27232;{'route_I_counts': {1069: 44}, 'd': 1413, 'n_vehicles': 44, 'duration_avg': 144.54545454545453}
27184;27185;{'route_I_counts': {1069: 83}, 'd': 1652, 'n_vehicles': 83, 'duration_avg': 121.44578313253012}
27184;27177;{'route_I_counts': {1069: 119}, 'd': 2678, 'n_vehicles': 119, 'duration_avg': 144.7058823529412}
27185;27184;{'route_I_counts': {1069: 75}, 'd': 1652, 'n_vehicles': 75, 'duration_avg': 120.0}
27185;27186;{'route_I_counts': {1069: 83}, 'd': 2362, 'n_vehicles': 83, 'duration_avg': 143.85542168674698}
27186;27185;{'route_I_counts': {1069: 75}, 'd': 2362, 'n_vehicles': 75, 'duration_avg': 157.6}
27186;27187;{'route_I_counts': {1069: 83}, 'd': 1934, 'n_vehicles': 83, 'duration_avg': 120.0}
27187;27162;{'route_I_counts': {1069: 83}, 'd': 3261, 'n_vehicles': 83, 'duration_avg': 180.72289156626505}
27187;27186;{'route_I_counts': {1069: 75}, 'd': 1934, 'n_vehicles': 75, 'duration_avg': 130.4}
27188;27162;{'route_I_counts': {1069: 42}, 'd': 4653, 'n_vehicles': 42, 'duration_avg': 284.2857142857143}
777;531;{'route_I_counts': {137: 22, 139: 59}, 'd': 1170, 'n_vehicles': 81, 'duration_avg': 152.59259259259258}
571;784;{'route_I_counts': {165: 106}, 'd': 1121, 'n_vehicles': 106, 'duration_avg': 120.0}
571;661;{'route_I_counts': {168: 112}, 'd': 1650, 'n_vehicles': 112, 'duration_avg': 137.14285714285714}
27196;27195;{'route_I_counts': {1069: 83}, 'd': 1651, 'n_vehicles': 83, 'duration_avg': 125.06024096385542}
27196;27197;{'route_I_counts': {1069: 85}, 'd': 2318, 'n_vehicles': 85, 'duration_avg': 178.58823529411765}
778;720;{'route_I_counts': {136: 103, 133: 10}, 'd': 5418, 'n_vehicles': 113, 'duration_avg': 303.716814159292}
778;19024;{'route_I_counts': {137: 22, 138: 135}, 'd': 865, 'n_vehicles': 157, 'duration_avg': 223.18471337579618}
778;474;{'route_I_counts': {136: 33, 133: 8}, 'd': 20903, 'n_vehicles': 41, 'duration_avg': 1745.8536585365853}
27198;27197;{'route_I_counts': {1069: 83}, 'd': 1406, 'n_vehicles': 83, 'duration_avg': 115.66265060240964}
27198;27199;{'route_I_counts': {1069: 85}, 'd': 1806, 'n_vehicles': 85, 'duration_avg': 182.11764705882354}
27199;27200;{'route_I_counts': {1069: 85}, 'd': 1372, 'n_vehicles': 85, 'duration_avg': 140.47058823529412}
27199;27198;{'route_I_counts': {1069: 83}, 'd': 1806, 'n_vehicles': 83, 'duration_avg': 163.3734939759036}
576;233;{'route_I_counts': {136: 77, 134: 5}, 'd': 860, 'n_vehicles': 82, 'duration_avg': 120.0}
576;445;{'route_I_counts': {138: 76, 140: 6}, 'd': 1244, 'n_vehicles': 82, 'duration_avg': 135.3658536585366}
27201;27200;{'route_I_counts': {1069: 83}, 'd': 1613, 'n_vehicles': 83, 'duration_avg': 147.46987951807228}
27201;27202;{'route_I_counts': {1069: 87}, 'd': 1299, 'n_vehicles': 87, 'duration_avg': 106.89655172413794}
27202;27201;{'route_I_counts': {1069: 83}, 'd': 1299, 'n_vehicles': 83, 'duration_avg': 129.3975903614458}
27202;27447;{'route_I_counts': {1069: 87}, 'd': 1008, 'n_vehicles': 87, 'duration_avg': 122.75862068965517}
582;721;{'route_I_counts': {138: 76, 140: 6}, 'd': 1031, 'n_vehicles': 82, 'duration_avg': 84.8780487804878}
582;445;{'route_I_counts': {136: 114, 134: 39}, 'd': 849, 'n_vehicles': 153, 'duration_avg': 116.47058823529412}
582;529;{'route_I_counts': {138: 38, 140: 33}, 'd': 2077, 'n_vehicles': 71, 'duration_avg': 179.1549295774648}
584;370;{'route_I_counts': {138: 62, 140: 13}, 'd': 769, 'n_vehicles': 75, 'duration_avg': 120.0}
584;475;{'route_I_counts': {136: 65, 134: 12}, 'd': 1191, 'n_vehicles': 77, 'duration_avg': 111.42857142857143}
587;474;{'route_I_counts': {136: 103, 133: 10, 134: 41, 135: 78}, 'd': 4104, 'n_vehicles': 232, 'duration_avg': 360.51724137931035}
587;453;{'route_I_counts': {137: 19, 138: 101, 139: 65, 140: 40}, 'd': 1820, 'n_vehicles': 225, 'duration_avg': 120.0}
588;489;{'route_I_counts': {168: 140}, 'd': 1366, 'n_vehicles': 140, 'duration_avg': 153.0}
588;74;{'route_I_counts': {165: 106}, 'd': 2689, 'n_vehicles': 106, 'duration_avg': 180.0}
590;344;{'route_I_counts': {138: 1, 140: 22}, 'd': 1490, 'n_vehicles': 23, 'duration_avg': 120.0}
590;401;{'route_I_counts': {136: 45, 133: 4, 134: 5, 135: 78}, 'd': 1093, 'n_vehicles': 132, 'duration_avg': 117.27272727272727}
590;458;{'route_I_counts': {134: 22}, 'd': 1824, 'n_vehicles': 22, 'duration_avg': 120.0}
590;329;{'route_I_counts': {137: 28, 138: 67, 139: 64, 140: 5}, 'd': 1061, 'n_vehicles': 164, 'duration_avg': 120.0}
590;529;{'route_I_counts': {136: 22}, 'd': 3438, 'n_vehicles': 22, 'duration_avg': 240.0}
19024;778;{'route_I_counts': {136: 136, 133: 18}, 'd': 865, 'n_vehicles': 154, 'duration_avg': 172.98701298701297}
593;673;{'route_I_counts': {138: 42, 140: 34}, 'd': 1497, 'n_vehicles': 76, 'duration_avg': 129.47368421052633}
593;714;{'route_I_counts': {136: 43, 134: 34}, 'd': 1053, 'n_vehicles': 77, 'duration_avg': 139.4805194805195}
27228;27441;{'route_I_counts': {1069: 32}, 'd': 1589, 'n_vehicles': 32, 'duration_avg': 138.75}
27228;27442;{'route_I_counts': {1069: 44}, 'd': 2556, 'n_vehicles': 44, 'duration_avg': 279.54545454545456}
27228;27229;{'route_I_counts': {1069: 44}, 'd': 3741, 'n_vehicles': 44, 'duration_avg': 300.0}
27229;27228;{'route_I_counts': {1069: 44}, 'd': 3741, 'n_vehicles': 44, 'duration_avg': 302.72727272727275}
27229;27230;{'route_I_counts': {1069: 44}, 'd': 991, 'n_vehicles': 44, 'duration_avg': 120.0}
27230;27229;{'route_I_counts': {1069: 44}, 'd': 991, 'n_vehicles': 44, 'duration_avg': 83.18181818181819}
27230;27231;{'route_I_counts': {1069: 44}, 'd': 1814, 'n_vehicles': 44, 'duration_avg': 122.72727272727273}
27231;27232;{'route_I_counts': {1069: 44}, 'd': 1548, 'n_vehicles': 44, 'duration_avg': 139.0909090909091}
27231;27230;{'route_I_counts': {1069: 44}, 'd': 1814, 'n_vehicles': 44, 'duration_avg': 169.0909090909091}
27232;27184;{'route_I_counts': {1069: 44}, 'd': 1413, 'n_vehicles': 44, 'duration_avg': 182.72727272727272}
27232;27231;{'route_I_counts': {1069: 44}, 'd': 1548, 'n_vehicles': 44, 'duration_avg': 122.72727272727273}
784;232;{'route_I_counts': {168: 29}, 'd': 3779, 'n_vehicles': 29, 'duration_avg': 271.0344827586207}
784;705;{'route_I_counts': {165: 19}, 'd': 3511, 'n_vehicles': 19, 'duration_avg': 240.0}
784;706;{'route_I_counts': {164: 1, 165: 121}, 'd': 2054, 'n_vehicles': 122, 'duration_avg': 148.52459016393442}
784;571;{'route_I_counts': {168: 112}, 'd': 1121, 'n_vehicles': 112, 'duration_avg': 117.32142857142857}
613;875;{'route_I_counts': {171: 69}, 'd': 3915, 'n_vehicles': 69, 'duration_avg': 271.30434782608694}
613;394;{'route_I_counts': {170: 68}, 'd': 5556, 'n_vehicles': 68, 'duration_avg': 441.1764705882353}
613;635;{'route_I_counts': {167: 19}, 'd': 4076, 'n_vehicles': 19, 'duration_avg': 240.0}
613;36;{'route_I_counts': {166: 59, 167: 53}, 'd': 1347, 'n_vehicles': 112, 'duration_avg': 143.03571428571428}
626;840;{'route_I_counts': {170: 4, 171: 4}, 'd': 9793, 'n_vehicles': 8, 'duration_avg': 480.0}
626;19;{'route_I_counts': {169: 4, 170: 69, 171: 34}, 'd': 1579, 'n_vehicles': 107, 'duration_avg': 153.0841121495327}
635;704;{'route_I_counts': {166: 59, 167: 72}, 'd': 3968, 'n_vehicles': 131, 'duration_avg': 379.69465648854964}
635;36;{'route_I_counts': {170: 68, 171: 62}, 'd': 2730, 'n_vehicles': 130, 'duration_avg': 203.07692307692307}
635;613;{'route_I_counts': {171: 7}, 'd': 4076, 'n_vehicles': 7, 'duration_avg': 240.0}
27261;27296;{'route_I_counts': {1070: 95}, 'd': 1929, 'n_vehicles': 95, 'duration_avg': 168.0}
27261;27266;{'route_I_counts': {1070: 35}, 'd': 1167, 'n_vehicles': 35, 'duration_avg': 78.85714285714286}
27261;27299;{'route_I_counts': {1070: 60}, 'd': 2792, 'n_vehicles': 60, 'duration_avg': 180.0}
27261;27292;{'route_I_counts': {1070: 1}, 'd': 9423, 'n_vehicles': 1, 'duration_avg': 960.0}
27261;27262;{'route_I_counts': {1070: 28}, 'd': 2925, 'n_vehicles': 28, 'duration_avg': 240.0}
27262;27261;{'route_I_counts': {1070: 28}, 'd': 2925, 'n_vehicles': 28, 'duration_avg': 180.0}
27262;27263;{'route_I_counts': {1070: 28}, 'd': 3562, 'n_vehicles': 28, 'duration_avg': 240.0}
27263;27262;{'route_I_counts': {1070: 28}, 'd': 3562, 'n_vehicles': 28, 'duration_avg': 240.0}
19073;513;{'route_I_counts': {166: 93}, 'd': 2791, 'n_vehicles': 93, 'duration_avg': 181.29032258064515}
19073;379;{'route_I_counts': {170: 94}, 'd': 2408, 'n_vehicles': 94, 'duration_avg': 183.82978723404256}
27266;27267;{'route_I_counts': {1070: 35}, 'd': 1439, 'n_vehicles': 35, 'duration_avg': 120.0}
27266;27261;{'route_I_counts': {1070: 37}, 'd': 1167, 'n_vehicles': 37, 'duration_avg': 120.0}
27267;27266;{'route_I_counts': {1070: 37}, 'd': 1439, 'n_vehicles': 37, 'duration_avg': 111.89189189189189}
27267;27268;{'route_I_counts': {1070: 35}, 'd': 2465, 'n_vehicles': 35, 'duration_avg': 180.0}
644;649;{'route_I_counts': {168: 140}, 'd': 1665, 'n_vehicles': 140, 'duration_avg': 155.14285714285714}
644;66;{'route_I_counts': {165: 140}, 'd': 1738, 'n_vehicles': 140, 'duration_avg': 148.71428571428572}
27270;27268;{'route_I_counts': {1070: 37}, 'd': 1297, 'n_vehicles': 37, 'duration_avg': 111.89189189189189}
648;856;{'route_I_counts': {167: 15}, 'd': 2959, 'n_vehicles': 15, 'duration_avg': 240.0}
648;369;{'route_I_counts': {164: 4, 166: 70, 167: 44}, 'd': 1366, 'n_vehicles': 118, 'duration_avg': 101.69491525423729}
648;824;{'route_I_counts': {169: 4, 170: 65, 171: 63}, 'd': 1847, 'n_vehicles': 132, 'duration_avg': 179.54545454545453}
649;312;{'route_I_counts': {168: 122}, 'd': 1052, 'n_vehicles': 122, 'duration_avg': 120.98360655737704}
649;216;{'route_I_counts': {168: 18}, 'd': 5687, 'n_vehicles': 18, 'duration_avg': 303.3333333333333}
649;644;{'route_I_counts': {165: 140}, 'd': 1665, 'n_vehicles': 140, 'duration_avg': 142.28571428571428}
650;856;{'route_I_counts': {169: 1, 170: 5, 171: 2}, 'd': 4936, 'n_vehicles': 8, 'duration_avg': 240.0}
650;651;{'route_I_counts': {169: 12, 170: 61, 171: 50}, 'd': 2545, 'n_vehicles': 123, 'duration_avg': 167.3170731707317}
650;668;{'route_I_counts': {164: 10, 166: 57, 167: 59}, 'd': 1356, 'n_vehicles': 126, 'duration_avg': 120.47619047619048}
651;840;{'route_I_counts': {164: 1, 166: 29, 167: 7}, 'd': 5436, 'n_vehicles': 37, 'duration_avg': 300.0}
651;856;{'route_I_counts': {169: 12, 170: 82, 171: 67}, 'd': 2395, 'n_vehicles': 161, 'duration_avg': 175.527950310559}
651;650;{'route_I_counts': {164: 10, 166: 57, 167: 59}, 'd': 2545, 'n_vehicles': 126, 'duration_avg': 173.8095238095238}
651;668;{'route_I_counts': {167: 6}, 'd': 3835, 'n_vehicles': 6, 'duration_avg': 240.0}
27276;27277;{'route_I_counts': {1070: 54}, 'd': 1793, 'n_vehicles': 54, 'duration_avg': 120.0}
27277;27276;{'route_I_counts': {1070: 56}, 'd': 1793, 'n_vehicles': 56, 'duration_avg': 181.07142857142858}
27277;27278;{'route_I_counts': {1070: 54}, 'd': 3340, 'n_vehicles': 54, 'duration_avg': 240.0}
27278;27277;{'route_I_counts': {1070: 56}, 'd': 3340, 'n_vehicles': 56, 'duration_avg': 180.0}
27278;27279;{'route_I_counts': {1070: 54}, 'd': 5857, 'n_vehicles': 54, 'duration_avg': 300.0}
27279;27280;{'route_I_counts': {1070: 54}, 'd': 2495, 'n_vehicles': 54, 'duration_avg': 180.0}
27279;27278;{'route_I_counts': {1070: 56}, 'd': 5857, 'n_vehicles': 56, 'duration_avg': 300.0}
27280;27281;{'route_I_counts': {1070: 54}, 'd': 1607, 'n_vehicles': 54, 'duration_avg': 120.0}
27280;27279;{'route_I_counts': {1070: 56}, 'd': 2495, 'n_vehicles': 56, 'duration_avg': 180.0}
27281;27280;{'route_I_counts': {1070: 56}, 'd': 1607, 'n_vehicles': 56, 'duration_avg': 120.0}
27281;27282;{'route_I_counts': {1070: 119}, 'd': 4687, 'n_vehicles': 119, 'duration_avg': 240.0}
27282;27281;{'route_I_counts': {1070: 120}, 'd': 4687, 'n_vehicles': 120, 'duration_avg': 268.0}
27282;27283;{'route_I_counts': {1070: 166}, 'd': 2662, 'n_vehicles': 166, 'duration_avg': 120.0}
659;489;{'route_I_counts': {165: 140}, 'd': 1792, 'n_vehicles': 140, 'duration_avg': 138.42857142857142}
659;66;{'route_I_counts': {168: 140}, 'd': 1001, 'n_vehicles': 140, 'duration_avg': 116.14285714285714}
27284;27283;{'route_I_counts': {1070: 168}, 'd': 1979, 'n_vehicles': 168, 'duration_avg': 120.0}
27284;27021;{'route_I_counts': {1070: 166}, 'd': 3793, 'n_vehicles': 166, 'duration_avg': 240.0}
27285;27021;{'route_I_counts': {1070: 168}, 'd': 1912, 'n_vehicles': 168, 'duration_avg': 120.0}
27285;27383;{'route_I_counts': {1070: 167}, 'd': 4125, 'n_vehicles': 167, 'duration_avg': 283.83233532934133}
27286;27337;{'route_I_counts': {1072: 20}, 'd': 33058, 'n_vehicles': 20, 'duration_avg': 1662.0}
27286;27331;{'route_I_counts': {1072: 47}, 'd': 16394, 'n_vehicles': 47, 'duration_avg': 780.0}
27287;27288;{'route_I_counts': {1070: 82}, 'd': 1518, 'n_vehicles': 82, 'duration_avg': 120.0}
27287;27289;{'route_I_counts': {1070: 58}, 'd': 3275, 'n_vehicles': 58, 'duration_avg': 234.82758620689654}
27287;27291;{'route_I_counts': {1070: 62}, 'd': 8136, 'n_vehicles': 62, 'duration_avg': 540.0}
27287;27453;{'route_I_counts': {1070: 199}, 'd': 6034, 'n_vehicles': 199, 'duration_avg': 343.11557788944725}
27287;27085;{'route_I_counts': {1070: 1}, 'd': 6084, 'n_vehicles': 1, 'duration_avg': 420.0}
27288;27289;{'route_I_counts': {1070: 70}, 'd': 1761, 'n_vehicles': 70, 'duration_avg': 120.0}
27288;27290;{'route_I_counts': {1070: 12}, 'd': 4884, 'n_vehicles': 12, 'duration_avg': 360.0}
27288;27287;{'route_I_counts': {1070: 81}, 'd': 1518, 'n_vehicles': 81, 'duration_avg': 120.0}
27289;27288;{'route_I_counts': {1070: 81}, 'd': 1761, 'n_vehicles': 81, 'duration_avg': 120.74074074074075}
27289;27290;{'route_I_counts': {1070: 70}, 'd': 3130, 'n_vehicles': 70, 'duration_avg': 180.0}
27289;27291;{'route_I_counts': {1070: 58}, 'd': 4864, 'n_vehicles': 58, 'duration_avg': 300.0}
27289;27287;{'route_I_counts': {1070: 71}, 'd': 3275, 'n_vehicles': 71, 'duration_avg': 180.0}
27290;27289;{'route_I_counts': {1070: 81}, 'd': 3130, 'n_vehicles': 81, 'duration_avg': 180.0}
27290;27291;{'route_I_counts': {1070: 82}, 'd': 1777, 'n_vehicles': 82, 'duration_avg': 120.0}
27291;27318;{'route_I_counts': {1070: 133}, 'd': 3362, 'n_vehicles': 133, 'duration_avg': 180.0}
27291;27287;{'route_I_counts': {1070: 48}, 'd': 8136, 'n_vehicles': 48, 'duration_avg': 480.0}
27291;27289;{'route_I_counts': {1070: 71}, 'd': 4864, 'n_vehicles': 71, 'duration_avg': 240.0}
27291;27290;{'route_I_counts': {1070: 81}, 'd': 1777, 'n_vehicles': 81, 'duration_avg': 120.0}
27291;27309;{'route_I_counts': {1070: 78}, 'd': 2708, 'n_vehicles': 78, 'duration_avg': 180.0}
27291;27453;{'route_I_counts': {1070: 7}, 'd': 13716, 'n_vehicles': 7, 'duration_avg': 900.0}
27292;27297;{'route_I_counts': {1070: 60}, 'd': 2827, 'n_vehicles': 60, 'duration_avg': 120.0}
27292;27177;{'route_I_counts': {1070: 108}, 'd': 1511, 'n_vehicles': 108, 'duration_avg': 135.55555555555554}
27292;27293;{'route_I_counts': {1070: 43}, 'd': 2557, 'n_vehicles': 43, 'duration_avg': 153.48837209302326}
27292;27261;{'route_I_counts': {1070: 3}, 'd': 9423, 'n_vehicles': 3, 'duration_avg': 960.0}
27293;27177;{'route_I_counts': {1070: 48}, 'd': 4065, 'n_vehicles': 48, 'duration_avg': 180.0}
27293;27292;{'route_I_counts': {1070: 47}, 'd': 2557, 'n_vehicles': 47, 'duration_avg': 180.0}
27293;27294;{'route_I_counts': {1070: 94}, 'd': 2139, 'n_vehicles': 94, 'duration_avg': 180.0}
27294;27293;{'route_I_counts': {1070: 95}, 'd': 2139, 'n_vehicles': 95, 'duration_avg': 168.0}
27294;27295;{'route_I_counts': {1070: 94}, 'd': 1922, 'n_vehicles': 94, 'duration_avg': 135.31914893617022}
27295;27296;{'route_I_counts': {1070: 94}, 'd': 1694, 'n_vehicles': 94, 'duration_avg': 120.0}
27295;27294;{'route_I_counts': {1070: 95}, 'd': 1922, 'n_vehicles': 95, 'duration_avg': 132.0}
27296;27261;{'route_I_counts': {1070: 94}, 'd': 1929, 'n_vehicles': 94, 'duration_avg': 147.4468085106383}
27296;27295;{'route_I_counts': {1070: 95}, 'd': 1694, 'n_vehicles': 95, 'duration_avg': 137.68421052631578}
27297;27298;{'route_I_counts': {1070: 60}, 'd': 1884, 'n_vehicles': 60, 'duration_avg': 120.0}
27297;27292;{'route_I_counts': {1070: 60}, 'd': 2827, 'n_vehicles': 60, 'duration_avg': 180.0}
674;808;{'route_I_counts': {137: 33, 138: 135, 139: 64, 140: 40}, 'd': 809, 'n_vehicles': 272, 'duration_avg': 179.77941176470588}
674;43;{'route_I_counts': {136: 136, 133: 18, 134: 41, 135: 78}, 'd': 810, 'n_vehicles': 273, 'duration_avg': 117.8021978021978}
27299;27298;{'route_I_counts': {1070: 60}, 'd': 1997, 'n_vehicles': 60, 'duration_avg': 120.0}
27299;27261;{'route_I_counts': {1070: 60}, 'd': 2792, 'n_vehicles': 60, 'duration_avg': 240.0}
680;875;{'route_I_counts': {167: 72}, 'd': 4489, 'n_vehicles': 72, 'duration_avg': 221.66666666666666}
27309;27291;{'route_I_counts': {1070: 79}, 'd': 2708, 'n_vehicles': 79, 'duration_avg': 293.9240506329114}
27309;27310;{'route_I_counts': {1070: 78}, 'd': 1623, 'n_vehicles': 78, 'duration_avg': 120.0}
27310;27309;{'route_I_counts': {1070: 79}, 'd': 1623, 'n_vehicles': 79, 'duration_avg': 120.0}
27310;27311;{'route_I_counts': {1070: 78}, 'd': 1777, 'n_vehicles': 78, 'duration_avg': 173.07692307692307}
27311;27312;{'route_I_counts': {1070: 78}, 'd': 2879, 'n_vehicles': 78, 'duration_avg': 126.92307692307692}
27311;27310;{'route_I_counts': {1070: 79}, 'd': 1777, 'n_vehicles': 79, 'duration_avg': 120.0}
688;160;{'route_I_counts': {136: 43, 134: 34}, 'd': 1170, 'n_vehicles': 77, 'duration_avg': 134.80519480519482}
688;689;{'route_I_counts': {138: 76, 140: 6}, 'd': 1549, 'n_vehicles': 82, 'duration_avg': 157.3170731707317}
688;714;{'route_I_counts': {136: 22}, 'd': 6398, 'n_vehicles': 22, 'duration_avg': 420.0}
688;445;{'route_I_counts': {138: 38, 140: 33}, 'd': 4577, 'n_vehicles': 71, 'duration_avg': 300.0}
688;233;{'route_I_counts': {138: 21, 140: 1}, 'd': 2679, 'n_vehicles': 22, 'duration_avg': 180.0}
689;688;{'route_I_counts': {136: 77, 134: 5}, 'd': 1549, 'n_vehicles': 82, 'duration_avg': 179.26829268292684}
689;233;{'route_I_counts': {138: 76, 140: 6}, 'd': 1178, 'n_vehicles': 82, 'duration_avg': 110.48780487804878}
27314;27313;{'route_I_counts': {1070: 76}, 'd': 4688, 'n_vehicles': 76, 'duration_avg': 240.0}
27314;27315;{'route_I_counts': {1070: 75}, 'd': 3802, 'n_vehicles': 75, 'duration_avg': 180.0}
27315;27314;{'route_I_counts': {1070: 76}, 'd': 3802, 'n_vehicles': 76, 'duration_avg': 186.31578947368422}
27318;27177;{'route_I_counts': {1070: 133}, 'd': 3113, 'n_vehicles': 133, 'duration_avg': 180.0}
27318;27291;{'route_I_counts': {1070: 128}, 'd': 3362, 'n_vehicles': 128, 'duration_avg': 240.0}
27321;27328;{'route_I_counts': {1068: 90}, 'd': 2441, 'n_vehicles': 90, 'duration_avg': 154.0}
27321;27374;{'route_I_counts': {1068: 89}, 'd': 1615, 'n_vehicles': 89, 'duration_avg': 151.68539325842696}
27322;27323;{'route_I_counts': {1068: 75}, 'd': 1415, 'n_vehicles': 75, 'duration_avg': 60.0}
27322;27374;{'route_I_counts': {1068: 77}, 'd': 2323, 'n_vehicles': 77, 'duration_avg': 120.0}
27323;27322;{'route_I_counts': {1068: 77}, 'd': 1415, 'n_vehicles': 77, 'duration_avg': 120.0}
27323;27324;{'route_I_counts': {1068: 75}, 'd': 1759, 'n_vehicles': 75, 'duration_avg': 120.0}
27324;27376;{'route_I_counts': {1068: 20}, 'd': 9691, 'n_vehicles': 20, 'duration_avg': 600.0}
27324;27323;{'route_I_counts': {1068: 77}, 'd': 1759, 'n_vehicles': 77, 'duration_avg': 120.0}
27324;27325;{'route_I_counts': {1068: 75}, 'd': 1701, 'n_vehicles': 75, 'duration_avg': 120.0}
27324;27374;{'route_I_counts': {1068: 21}, 'd': 5229, 'n_vehicles': 21, 'duration_avg': 254.28571428571428}
27324;27327;{'route_I_counts': {1068: 39}, 'd': 5223, 'n_vehicles': 39, 'duration_avg': 329.2307692307692}
27325;27324;{'route_I_counts': {1068: 77}, 'd': 1701, 'n_vehicles': 77, 'duration_avg': 120.0}
27325;27326;{'route_I_counts': {1068: 75}, 'd': 2068, 'n_vehicles': 75, 'duration_avg': 169.6}
27326;27325;{'route_I_counts': {1068: 77}, 'd': 2068, 'n_vehicles': 77, 'duration_avg': 120.0}
27326;27327;{'route_I_counts': {1068: 75}, 'd': 2265, 'n_vehicles': 75, 'duration_avg': 236.8}
27327;27324;{'route_I_counts': {1068: 41}, 'd': 5223, 'n_vehicles': 41, 'duration_avg': 270.7317073170732}
27327;27332;{'route_I_counts': {1068: 43}, 'd': 2723, 'n_vehicles': 43, 'duration_avg': 147.90697674418604}
27327;27326;{'route_I_counts': {1068: 77}, 'd': 2265, 'n_vehicles': 77, 'duration_avg': 120.0}
704;288;{'route_I_counts': {164: 2, 165: 107, 166: 93, 167: 72}, 'd': 1094, 'n_vehicles': 274, 'duration_avg': 120.87591240875912}
704;705;{'route_I_counts': {168: 140, 169: 1}, 'd': 903, 'n_vehicles': 141, 'duration_avg': 139.5744680851064}
704;635;{'route_I_counts': {170: 68, 171: 69}, 'd': 3968, 'n_vehicles': 137, 'duration_avg': 260.5839416058394}
704;36;{'route_I_counts': {170: 26}, 'd': 6698, 'n_vehicles': 26, 'duration_avg': 461.53846153846155}
27329;27328;{'route_I_counts': {1068: 89}, 'd': 1113, 'n_vehicles': 89, 'duration_avg': 87.64044943820225}
27329;27330;{'route_I_counts': {1068: 90}, 'd': 2138, 'n_vehicles': 90, 'duration_avg': 132.66666666666666}
27330;27329;{'route_I_counts': {1068: 89}, 'd': 2138, 'n_vehicles': 89, 'duration_avg': 166.51685393258427}
27330;27331;{'route_I_counts': {1068: 90}, 'd': 2254, 'n_vehicles': 90, 'duration_avg': 154.0}
27331;27330;{'route_I_counts': {1068: 89}, 'd': 2254, 'n_vehicles': 89, 'duration_avg': 147.64044943820224}
27331;27286;{'route_I_counts': {1072: 46}, 'd': 16394, 'n_vehicles': 46, 'duration_avg': 907.8260869565217}
27331;27342;{'route_I_counts': {1072: 47}, 'd': 3974, 'n_vehicles': 47, 'duration_avg': 234.89361702127658}
27332;27333;{'route_I_counts': {1068: 43}, 'd': 3486, 'n_vehicles': 43, 'duration_avg': 180.0}
27332;27327;{'route_I_counts': {1068: 44}, 'd': 2723, 'n_vehicles': 44, 'duration_avg': 180.0}
